tweet_id,timestamp,source,expanded_urls,name,breed,text,jpg_url,rating_numerator,rating_denominator,retweet_count,favorite_count,dog_stage
667455448082227200,2015-11-19 21:32:34,Twitter Web Client,https://twitter.com/dog_rates/status/667455448082227200/photo/1,Reese,Tibetan Terrier,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,7,10,53,167,None
667470559035432960,2015-11-19 22:32:36,Twitter Web Client,https://twitter.com/dog_rates/status/667470559035432960/photo/1,N/A,Toy Poodle,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,11,10,85,222,None
667491009379606528,2015-11-19 23:53:52,Twitter Web Client,https://twitter.com/dog_rates/status/667491009379606528/photo/1,N/A,Borzoi,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,7,10,187,447,None
667495797102141441,2015-11-20 00:12:54,Twitter Web Client,https://twitter.com/dog_rates/status/667495797102141441/photo/1,Philippe,Chihuahua,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,9,10,227,444,None
667502640335572993,2015-11-20 00:40:05,Twitter Web Client,https://twitter.com/dog_rates/status/667502640335572993/photo/1,Hall,Labrador Retriever,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,11,10,192,475,None
667509364010450944,2015-11-20 01:06:48,Twitter Web Client,https://twitter.com/dog_rates/status/667509364010450944/photo/1,N/A,Beagle,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,https://pbs.twimg.com/media/CUN4Or5UAAAa5K4.jpg,12,10,1837,5894,None
667517642048163840,2015-11-20 01:39:42,Twitter Web Client,https://twitter.com/dog_rates/status/667517642048163840/photo/1,Dook,Italian Greyhound,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,8,10,164,327,None
667524857454854144,2015-11-20 02:08:22,Twitter Web Client,https://twitter.com/dog_rates/status/667524857454854144/photo/1,N/A,Chesapeake Bay Retriever,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,12,10,953,1468,None
667530908589760512,2015-11-20 02:32:25,Twitter Web Client,https://twitter.com/dog_rates/status/667530908589760512/photo/1,Naphaniel,Golden Retriever,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,10,10,205,404,None
667534815156183040,2015-11-20 02:47:56,Twitter Web Client,https://twitter.com/dog_rates/status/667534815156183040/photo/1,Frank,Pembroke,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,8,10,440,706,None
667538891197542400,2015-11-20 03:04:08,Twitter Web Client,https://twitter.com/dog_rates/status/667538891197542400/photo/1,N/A,Yorkshire Terrier,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,9,10,57,171,None
667544320556335104,2015-11-20 03:25:43,Twitter Web Client,https://twitter.com/dog_rates/status/667544320556335104/photo/1,Kial,Pomeranian,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,10,10,450,745,None
667546741521195010,2015-11-20 03:35:20,Twitter Web Client,https://twitter.com/dog_rates/status/667546741521195010/photo/1,George,Toy Poodle,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,9,10,104,300,None
667728196545200128,2015-11-20 15:36:22,Twitter Web Client,https://twitter.com/dog_rates/status/667728196545200128/photo/1,Olive,Kuvasz,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,11,10,125,319,None
667773195014021121,2015-11-20 18:35:10,Twitter Web Client,https://twitter.com/dog_rates/status/667773195014021121/photo/1,N/A,West Highland White Terrier,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,8,10,44,199,None
667793409583771648,2015-11-20 19:55:30,Twitter for iPhone,https://twitter.com/dog_rates/status/667793409583771648/photo/1,N/A,Dalmatian,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,https://pbs.twimg.com/media/CUR6jqVWsAEgGot.jpg,8,10,279,591,None
667801013445750784,2015-11-20 20:25:43,Twitter for iPhone,https://twitter.com/dog_rates/status/667801013445750784/photo/1,N/A,Flat-Coated Retriever,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,12,10,80,275,None
667806454573760512,2015-11-20 20:47:20,Twitter for iPhone,https://twitter.com/dog_rates/status/667806454573760512/photo/1,Filup,Chihuahua,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,https://pbs.twimg.com/media/CUSGbXeVAAAgztZ.jpg,10,10,411,911,None
667832474953625600,2015-11-20 22:30:44,Twitter for iPhone,https://twitter.com/dog_rates/status/667832474953625600/photo/1,N/A,Miniature Pinscher,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,12,10,53,245,None
667861340749471744,2015-11-21 00:25:26,Twitter for iPhone,https://twitter.com/dog_rates/status/667861340749471744/photo/1,N/A,Malamute,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,9,10,68,217,None
667878741721415682,2015-11-21 01:34:35,Twitter for iPhone,https://twitter.com/dog_rates/status/667878741721415682/photo/1,Tedrick,Miniature Pinscher,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,2,10,100,341,None
667453023279554560,2015-11-19 21:22:56,Twitter Web Client,https://twitter.com/dog_rates/status/667453023279554560/photo/1,Cupcake,Labrador Retriever,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,11,10,70,278,None
667435689202614272,2015-11-19 20:14:03,Twitter for iPhone,https://twitter.com/dog_rates/status/667435689202614272/photo/1,N/A,Rottweiler,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,12,10,75,264,None
667405339315146752,2015-11-19 18:13:27,Twitter for iPhone,https://twitter.com/dog_rates/status/667405339315146752/photo/1,Biden,Saint Bernard,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,7,10,192,400,None
667393430834667520,2015-11-19 17:26:08,Twitter for iPhone,https://twitter.com/dog_rates/status/667393430834667520/photo/1,Fwed,Papillon,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,8,10,50,165,None
666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,https://twitter.com/dog_rates/status/666804364988780544/photo/1,Jockson,English Setter,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,8,10,79,203,None
666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,https://twitter.com/dog_rates/status/666817836334096384/photo/1,Jeph,Miniature Schnauzer,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,9,10,208,433,None
666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,https://twitter.com/dog_rates/status/666826780179869698/photo/1,N/A,Maltese Dog,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,12,10,77,215,None
666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,https://twitter.com/dog_rates/status/666835007768551424/photo/1,N/A,Airedale,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,10,10,64,179,None
666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,https://twitter.com/dog_rates/status/666996132027977728/photo/1,Carll,Rottweiler,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,10,10,77,209,None
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,https://twitter.com/dog_rates/status/667044094246576128/photo/1,N/A,Golden Retriever,12/10 gimme now https://t.co/QZAnwgnOMB,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,12,10,43,158,None
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,https://twitter.com/dog_rates/status/667062181243039745/photo/1,Keet,Chesapeake Bay Retriever,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,10,10,46,190,None
667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,https://twitter.com/dog_rates/status/667073648344346624/photo/1,Dave,Chihuahua,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,10,10,101,345,None
667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,https://twitter.com/dog_rates/status/667090893657276420/photo/1,Clybe,Chihuahua,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,7,10,104,281,None
667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,https://twitter.com/dog_rates/status/667119796878725120/photo/1,Gabe,Pembroke,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,10,10,103,280,None
667885044254572545,2015-11-21 01:59:37,Twitter for iPhone,https://twitter.com/dog_rates/status/667885044254572545/photo/1,Stu,Malamute,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,10,10,389,715,None
667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,https://twitter.com/dog_rates/status/667138269671505920/photo/1,N/A,West Highland White Terrier,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,10,10,1836,3932,None
667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,https://twitter.com/dog_rates/status/667160273090932737/photo/1,Bradlay,Golden Retriever,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,11,10,50,213,None
667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,https://twitter.com/dog_rates/status/667165590075940865/photo/1,Churlie,Miniature Pinscher,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,10,10,952,2326,None
667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,https://twitter.com/dog_rates/status/667171260800061440/photo/1,Kenneth,Giant Schnauzer,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,10,10,72,184,None
667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,https://twitter.com/dog_rates/status/667174963120574464/photo/1,Clarence,Toy Poodle,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,9,10,69,216,None
667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,https://twitter.com/dog_rates/status/667176164155375616/photo/1,N/A,Soft-Coated Wheaten Terrier,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,4,10,378,516,None
667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,https://twitter.com/dog_rates/status/667177989038297088/photo/1,N/A,Vizsla,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,8,10,47,158,None
667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,https://twitter.com/dog_rates/status/667182792070062081/photo/1,Timison,Golden Retriever,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,10,10,5175,12232,None
667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,https://twitter.com/dog_rates/status/667192066997374976/photo/1,N/A,Rottweiler,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,12,10,84,322,None
667200525029539841,2015-11-19 04:39:35,Twitter for iPhone,https://twitter.com/dog_rates/status/667200525029539841/photo/1,Joshwa,Siberian Husky,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,11,10,224,533,None
